m,d,p,rho,Fx,Fy,Fz,Tx,Ty,Tz
1,0.015,5,0.044,-0.147458,-0.000442,0.202373,-0.0069,-0.04611,-0.005119
1,0.015,5,0.0475,-0.158747,-0.003349,0.208867,-0.006765,-0.049305,-0.005899
1,0.015,5,0.0493,-0.148213,0.003771,0.180716,-0.005767,-0.042727,-0.003766
1,0.015,5,0.0511,-0.149117,0.013988,0.190921,-0.00554,-0.046688,-0.000861
1,0.015,5,0.053,-0.127874,-0.002586,0.184331,-0.005988,-0.047154,-0.004989
1,0.015,5,0.0548,-0.097699,0.003208,0.147218,-0.004988,-0.038461,-0.002049
1,0.015,5,0.0567,-0.110547,-0.00537,0.177671,-0.006138,-0.047913,-0.005019
1,0.015,5,0.0585,-0.115469,0.006878,0.157603,-0.004479,-0.041674,-0.001659
1,0.015,5,0.0604,-0.089154,0.003771,0.136104,-0.004391,-0.036887,-0.00242
1,0.015,5,0.0623,-0.091169,-0.004186,0.145022,-0.004639,-0.040307,-0.004089
1,0.015,5,0.0642,-0.078483,0.002447,0.139041,-0.004593,-0.039571,-0.002169
1,0.015,5,0.0661,-0.08291,-0.006204,0.153007,-0.005451,-0.044166,-0.004597
1,0.015,5,0.068,-0.069741,-0.003958,0.153728,-0.005161,-0.044862,-0.003128
1,0.015,5,0.0718,-0.043121,0.000278,0.09889,-0.009408,0.005205,-0.009758
1,0.015,5,0.0737,0.040574,-0.005837,0.019415,-0.007524,0.003403,-0.007896
1,0.015,5,0.0755,-0.005883,-0.008833,0.106052,-0.009723,0.004087,-0.008735
1,0.015,5,0.0774,-0.002441,-0.001596,0.075841,-0.0083,0.004274,-0.007615
1,0.015,5,0.0793,-0.043478,-0.033998,0.05207,-0.008904,0.004673,-0.00719
1,0.015,5,0.0811,-0.064034,-0.038854,0.10708,-0.00991,0.004717,-0.006531
1,0.015,5,0.083,0.009024,0.024937,0.08264,-0.006723,0.00782,-0.009772
1,0.015,5,0.0848,0.000222,0.016278,0.093413,-0.007418,0.008336,-0.008417
1,0.015,5,0.0866,-0.019323,0.013357,0.107244,-0.008181,0.010716,-0.008887
1,0.015,5,0.0884,-0.039563,0.002175,0.1661,-0.01032,0.014547,-0.007928
1,0.015,5,0.0902,-0.023926,-0.015684,0.142247,-0.009119,0.014194,-0.006338
1,0.015,5,0.0937,-0.020263,0.015386,0.118787,-0.007656,0.013475,-0.007463
1,0.015,5,0.0954,-0.021165,-0.001263,0.132121,-0.008229,0.013164,-0.006028
1,0.015,5,0.0971,-0.00723,-0.015628,0.1137,-0.007454,0.014029,-0.003775
1,0.015,5,0.0988,-0.037898,-0.001295,0.137058,-0.007746,0.014303,-0.006315
1,0.015,5,0.1004,-0.038572,-0.01305,0.129902,-0.00799,0.01569,-0.005544
1,0.015,5,0.1021,-0.047443,0.00196,0.139319,-0.008143,0.016245,-0.00551
1,0.015,5,0.1052,-0.045032,0.001104,0.11976,-0.006596,0.016098,-0.005659
1,0.015,5,0.1068,-0.06175,0.000424,0.11706,-0.006272,0.016779,-0.005956
1,0.015,5,0.1083,-0.070947,0.008252,0.106705,-0.005503,0.016463,-0.006873
1,0.015,5,0.1112,-0.079785,-0.005054,0.119372,-0.006825,0.017272,-0.005616
1,0.015,5,0.1126,-0.083557,0.011716,0.116564,-0.00497,0.017762,-0.006399
1,0.015,5,0.114,-0.085838,0.002222,0.109073,-0.005264,0.017648,-0.005495
1,0.015,5,0.1167,-0.111769,0.014329,0.102092,-0.003967,0.018803,-0.007765
1,0.015,5,0.118,-0.125994,0.008287,0.096918,-0.00423,0.019388,-0.007345
1,0.015,5,0.1204,-0.125896,-0.017104,0.086867,-0.005629,0.018313,-0.004015
1,0.015,5,0.1227,-0.152593,0.002449,0.059104,-0.002056,0.016754,-0.007078
1,0.015,5,0.1248,-0.165437,0.007436,0.053927,-0.001519,0.016934,-0.006702
1,0.015,5,0.1267,-0.173417,-0.007195,0.04433,-0.002105,0.016584,-0.006126
1,0.015,5,0.1285,-0.18376,-0.000751,0.019964,-0.00118,0.015163,-0.006841
1,0.015,5,0.1301,-0.191281,0.004375,0.022894,-0.000288,0.015944,-0.007182
1,0.015,5,0.1322,-0.199475,0.001971,0.048721,-0.001799,0.018408,-0.007595
1,0.015,5,0.1342,-0.198035,0.000428,0.024464,-0.000202,0.016752,-0.006237
1,0.015,5,0.136,-0.196555,0.002328,0.017692,0.000357,0.018625,-0.005992
1,0.009,1,0,-0.015783,0.001565,0.001343,0.000387,0.003761,0.000117
1,0.009,1,0.0021,-0.047529,-0.002412,0.016615,-0.001118,0.007099,-0.002003
1,0.009,1,0.0039,-0.04649,0.006706,0.029035,0.000469,0.002685,-1E-06
1,0.009,1,0.0061,-0.065615,0.001507,0.061575,-0.002062,-0.003596,-0.002189
1,0.009,1,0.0078,-0.080143,0.00105,0.06576,-0.00219,-0.00315,-0.00279
1,0.009,1,0.0107,-0.057462,0.006461,0.05538,-0.000866,-0.006077,-0.000398
1,0.009,1,0.0118,-0.063598,-0.003543,0.074613,-0.003011,-0.011368,-0.002581
1,0.009,1,0.014,-0.059368,-0.000149,0.080973,-0.002965,-0.015406,-0.002191
1,0.009,1,0.0164,-0.080717,-0.004405,0.095477,-0.003794,-0.017871,-0.004069
1,0.009,1,0.0189,-0.087565,0.003525,0.111347,-0.003386,-0.023309,-0.002084
1,0.009,1,0.0203,-0.099556,0.001751,0.085712,-0.002289,-0.014123,-0.002133
1,0.009,1,0.023,-0.079214,-0.006433,0.10789,-0.003887,-0.02557,-0.004087
1,0.009,1,0.0244,-0.100996,-0.00022,0.101586,-0.003364,-0.021897,-0.003188
1,0.009,1,0.0259,-0.105157,-0.003832,0.121517,-0.004411,-0.029039,-0.004574
1,0.009,1,0.0289,-0.084978,-0.006875,0.10746,-0.004101,-0.027633,-0.005197
1,0.009,1,0.0305,-0.084935,-0.003138,0.10413,-0.003231,-0.027247,-0.003555
1,0.009,1,0.032,-0.092308,-0.004852,0.114296,-0.003772,-0.030701,-0.004409
1,0.009,1,0.0353,-0.080943,0.000558,0.096092,-0.003402,-0.026865,-0.00273
1,0.009,1,0.0369,-0.084341,-0.004065,0.100283,-0.003642,-0.028695,-0.003936
1,0.009,1,0.0386,-0.087042,0.002694,0.119914,-0.003983,-0.035848,-0.002018
1,0.009,1,0.0403,-0.074606,-0.000555,0.09931,-0.003328,-0.029855,-0.002645
1,0.009,1,0.0421,-0.061583,0.00029,0.093136,-0.003072,-0.028822,-0.002119
1,0.009,1,0.0438,-0.080952,-0.008714,0.083332,-0.002967,-0.025412,-0.005795
1,0.009,1,0.0474,-0.062542,0.004959,0.09356,-0.002876,-0.029791,-0.000306
1,0.009,1,0.0492,-0.050047,-0.003674,0.075616,-0.002511,-0.024477,-0.002843
1,0.009,1,0.051,-0.055475,-0.001401,0.086155,-0.002624,-0.028276,-0.002253
1,0.009,1,0.0528,-0.058718,-0.00087,0.08292,-0.002677,-0.027596,-0.002231
1,0.009,1,0.0547,-0.052317,-0.002144,0.091171,-0.003012,-0.030437,-0.002627
1,0.009,1,0.0565,-0.047215,0.003355,0.078135,-0.002639,-0.026375,-0.000571
1,0.009,1,0.0584,-0.054936,-0.001918,0.088911,-0.002752,-0.030207,-0.002364
1,0.009,1,0.0603,-0.042654,0.001187,0.088572,-0.002961,-0.030078,-0.001096
1,0.009,1,0.0622,-0.032474,-0.004542,0.079645,-0.002432,-0.026907,-0.002541
1,0.009,1,0.064,-0.028833,0.001409,0.080814,-0.002915,-0.027308,-0.00059
1,0.009,1,0.0659,-0.023084,-0.000471,0.071425,-0.002317,-0.023857,-0.000916
1,0.009,1,0.0678,-0.025483,0.00306,0.07179,-0.002533,-0.024359,0.000201
1,0.009,1,0.0698,0.000179,-0.002032,0.060255,-0.001939,0.000147,9.2E-05
1,0.009,1,0.0735,-0.021182,-0.004675,0.025163,-0.000792,-0.003767,-0.000122
1,0.009,1,0.0754,-0.025186,0.002784,0.008473,-0.000584,-0.005216,-0.001105
1,0.009,1,0.0773,-0.022306,-0.001142,0.016271,-0.000213,-0.003712,-0.000781
1,0.009,1,0.0792,-0.028177,-0.00252,0.002993,5.3E-05,-0.00502,-0.000635
1,0.009,1,0.081,-0.028143,-0.006861,0.005136,-0.000154,-0.004575,0.000105
1,0.009,1,0.0829,-0.028899,-0.002454,-0.008474,0.000567,-0.005947,-0.000652
1,0.009,1,0.0847,-0.027906,0.002659,0.007527,8.6E-05,-0.004451,-0.001343
1,0.009,1,0.0866,-0.023423,-0.000553,0.005225,-0.000566,-0.003758,-0.000698
1,0.009,1,0.0884,-0.028039,-0.001377,0.026188,-0.000756,-0.002688,-0.001171
1,0.009,1,0.0902,-0.022404,-0.001562,0.030185,-0.001367,-0.001103,-0.000391
1,0.009,1,0.0919,-0.024833,-0.00321,0.013304,-0.000747,-0.002549,-0.000303
1,0.009,1,0.0954,-0.02633,0.002763,0.019066,-0.000569,-0.001938,-0.001245
1,0.009,1,0.0971,-0.021966,-6E-05,0.030636,-0.001025,0.000208,-0.00062
1,0.009,1,0.0988,-0.020516,0.001019,0.03738,-0.00123,0.001115,-0.000862
1,0.009,1,0.1005,-0.021,-0.003445,0.038541,-0.001239,0.001441,-0.000305
1,0.009,1,0.1021,-0.017619,-0.000775,0.03354,-0.001055,0.001392,-0.000453
1,0.009,1,0.1037,-0.025368,0.003476,0.045624,-0.00139,0.002753,-0.00114
1,0.009,1,0.1069,-0.020588,0.000833,0.039221,-0.001248,0.002559,-0.000722
1,0.009,1,0.1084,-0.022379,0.001621,0.035002,-0.001141,0.002606,-0.000818
1,0.009,1,0.1099,-0.030547,2.9E-05,0.045469,-0.001396,0.003646,-0.000909
1,0.009,1,0.1128,-0.023544,-0.001435,0.030511,-0.001018,0.002768,-0.000584
1,0.009,1,0.1143,-0.029132,0.003907,0.035784,-0.001168,0.003484,-0.001401
1,0.009,1,0.117,-0.04614,0.001694,0.039683,-0.001335,0.005025,-0.001666
1,0.009,1,0.1183,-0.041579,0.000215,0.034937,-0.001025,0.004723,-0.00138
1,0.009,1,0.1207,-0.040355,-0.000594,0.031709,-0.000932,0.004498,-0.00126
1,0.009,1,0.1219,-0.041479,0.000889,0.025984,-0.000715,0.004008,-0.001509
1,0.009,1,0.1242,-0.047045,-0.001006,0.027226,-0.00093,0.004968,-0.001446
1,0.009,1,0.1263,-0.043115,0.001096,0.029974,-0.000963,0.005495,-0.001531
1,0.009,1,0.1282,-0.044372,-0.001389,0.024905,-0.000882,0.005242,-0.001305
1,0.009,1,0.1299,-0.046256,-0.000251,0.022325,-0.000759,0.005245,-0.001496
1,0.009,1,0.1322,-0.047921,0.000124,0.018571,-0.000614,0.005245,-0.001585
1,0.009,1,0.1341,-0.047413,-0.000741,0.016234,-0.0006,0.005293,-0.001466
1,0.009,1,0.1359,-0.047296,-0.001369,0.012379,-0.000507,0.005358,-0.001383
1,0.009,2,0,-0.003327,-0.000496,0.000694,-0.000157,0.000741,-0.000149
1,0.009,2,0.002,-0.013169,0.003131,0.000225,0.000789,0.003174,0.000125
1,0.009,2,0.0044,-0.035855,0.004411,-0.00037,0.001104,0.008336,-0.000128
1,0.009,2,0.0066,-0.015798,0.000817,0.007814,-7.7E-05,0.001222,-0.000301
1,0.009,2,0.0083,-0.014892,-0.001293,0.009516,-0.000635,0.000337,-0.00088
1,0.009,2,0.0102,-0.033992,-0.000723,0.033281,-0.0012,-0.003305,-0.001293
1,0.009,2,0.0123,-0.046571,0.00146,0.028961,-0.000612,-0.000191,-0.001415
1,0.009,2,0.0145,-0.070502,-0.005338,0.025874,-0.001306,0.004182,-0.00391
1,0.009,2,0.0169,-0.053923,0.005933,0.043206,-0.000263,-0.004876,0.000161
1,0.009,2,0.0182,-0.070896,0.002557,0.052658,-0.001431,-0.005821,-0.001766
1,0.009,2,0.0208,-0.033627,-0.002502,0.037129,-0.001631,-0.007248,-0.002128
1,0.009,2,0.0222,-0.063252,0.003707,0.066773,-0.001805,-0.013142,-0.001023
1,0.009,2,0.025,-0.052687,0.002852,0.040072,-0.001187,-0.006484,-0.000502
1,0.009,2,0.0264,-0.064865,-0.003952,0.067332,-0.002242,-0.014865,-0.003128
1,0.009,2,0.0279,-0.050528,0.006136,0.063748,-0.001423,-0.015728,0.000366
1,0.009,2,0.031,-0.046225,0.002838,0.054502,-0.001672,-0.01388,-0.001014
1,0.009,2,0.0326,-0.048024,-0.003457,0.049167,-0.001932,-0.012232,-0.002513
1,0.009,2,0.0342,-0.086417,-0.000368,0.063574,-0.002041,-0.014304,-0.003234
1,0.009,2,0.0358,-0.080445,-0.007421,0.08014,-0.003384,-0.021302,-0.005243
1,0.009,2,0.0392,-0.074014,0.00578,0.079709,-0.00208,-0.022662,-0.000779
1,0.009,2,0.0409,-0.049587,0.010876,0.057671,-0.001296,-0.016717,0.00183
1,0.009,2,0.0426,-0.059587,-0.000433,0.07289,-0.002153,-0.021708,-0.001564
1,0.009,2,0.0444,-0.075967,0.002855,0.068728,-0.002017,-0.020049,-0.002185
1,0.009,2,0.0461,-0.055679,0.001749,0.067243,-0.002329,-0.020749,-0.001448
1,0.009,2,0.0479,-0.105982,-0.002101,0.098367,-0.003458,-0.030577,-0.003907
1,0.009,2,0.0515,-0.057697,0.001016,0.056363,-0.001908,-0.017902,-0.001605
1,0.009,2,0.0534,-0.08587,0.000737,0.086174,-0.003162,-0.028377,-0.002485
1,0.009,2,0.0552,-0.068342,-0.00168,0.058702,-0.001987,-0.019457,-0.00297
1,0.009,2,0.0571,-0.049073,-0.001798,0.064263,-0.001925,-0.021674,-0.002159
1,0.009,2,0.059,-0.045728,0.002634,0.068,-0.002372,-0.023245,-0.000579
1,0.009,2,0.0608,-0.043409,-0.000811,0.060869,-0.002099,-0.020904,-0.001745
1,0.009,2,0.0627,-0.033458,0.000487,0.052624,-0.001935,-0.018008,-0.001169
1,0.009,2,0.0646,-0.033506,-0.000156,0.059801,-0.001883,-0.020473,-0.001211
1,0.009,2,0.0665,-0.039753,0.009016,0.06828,-0.002731,-0.023674,0.001707
1,0.009,2,0.0684,-0.031833,0.003697,0.059,-0.002208,-0.020445,0.000168
1,0.009,2,0.0703,-0.04873,-0.007142,0.066285,-0.001621,-0.004754,-0.000999
1,0.009,2,0.0722,-0.042853,0.006348,0.058026,-0.002139,-0.004021,-0.001831
1,0.009,2,0.0741,-0.052435,-0.002535,0.004848,-0.001107,-0.009064,-0.001043
1,0.009,2,0.076,-0.047819,0.001816,0.027914,-0.001595,-0.006428,-0.001583
1,0.009,2,0.0779,-0.052712,0.000296,0.004418,-6.8E-05,-0.008435,-0.001562
1,0.009,2,0.0816,-0.046119,0.005413,0.002328,-5.1E-05,-0.007604,-0.00188
1,0.009,2,0.0834,-0.048808,0.005652,-0.037213,0.001162,-0.011669,-0.002507
1,0.009,2,0.0853,-0.038993,-0.00799,0.009257,-0.000275,-0.006259,-0.000346
1,0.009,2,0.0871,-0.032084,0.00092,0.031878,-0.000788,-0.002642,-0.001238
1,0.009,2,0.0889,-0.037527,-0.004699,-0.007349,0.000823,-0.006508,-0.000915
1,0.009,2,0.0907,-0.035388,0.002078,0.048331,-0.001854,-0.001534,-0.001311
1,0.009,2,0.0925,-0.02896,-0.001678,0.04851,-0.001242,0.000513,-0.000758
1,0.009,2,0.0942,-0.034315,0.000254,0.024642,-0.000892,-0.001867,-0.001147
1,0.009,2,0.096,-0.035637,-0.003044,0.038631,-0.000993,-0.000588,-0.00085
1,0.009,2,0.0994,-0.028397,0.002831,0.038794,-0.001411,0.000845,-0.00143
1,0.009,2,0.101,-0.042895,0.005409,0.037168,-0.001304,0.000181,-0.002094
1,0.009,2,0.1027,-0.030601,-0.001778,0.043435,-0.001342,0.001594,-0.000503
1,0.009,2,0.1043,-0.03457,-0.007675,0.036531,-0.001442,0.001266,-0.00016
1,0.009,2,0.1059,-0.032418,-0.00291,0.041021,-0.001452,0.002437,-0.000793
1,0.009,2,0.109,-0.036363,-0.00146,0.041907,-0.001299,0.003465,-0.000919
1,0.009,2,0.1105,-0.043912,0.00051,0.056798,-0.001786,0.004671,-0.001084
1,0.009,2,0.1119,-0.051028,-0.00547,0.049778,-0.00171,0.004754,-0.00118
1,0.009,2,0.1148,-0.049112,-0.002589,0.047563,-0.001567,0.005303,-0.001339
1,0.009,2,0.1161,-0.049633,0.000547,0.041548,-0.001474,0.004854,-0.001789
1,0.009,2,0.1188,-0.046774,-0.000746,0.039287,-0.001239,0.004771,-0.001448
1,0.009,2,0.12,-0.050951,-0.003962,0.042392,-0.001479,0.005482,-0.001238
1,0.009,2,0.1224,-0.04752,-0.001385,0.039295,-0.001275,0.005584,-0.00148
1,0.009,2,0.1247,-0.053926,-0.000337,0.034779,-0.001204,0.005896,-0.00182
1,0.009,2,0.1268,-0.052883,0.001394,0.034483,-0.001053,0.006202,-0.001768
1,0.009,2,0.1287,-0.05327,-0.002547,0.031735,-0.001148,0.006176,-0.001397
1,0.009,2,0.1304,-0.051763,0.001305,0.027558,-0.000847,0.005966,-0.001768
1,0.009,2,0.132,-0.057867,0.00268,0.026214,-0.000675,0.006538,-0.002237
1,0.009,2,0.134,-0.07786,-0.000476,0.011016,-0.000532,0.007078,-0.002195
1,0.009,2,0.136,-0.054828,0.000461,0.013446,-0.000404,0.005988,-0.001853
1,0.009,3,0,-0.008443,0.002475,-0.001748,0.000745,0.002603,0.000112
1,0.009,3,0.0023,-0.026175,-0.000364,-0.00218,-6.1E-05,0.006864,-0.000681
1,0.009,3,0.004,-0.019921,-0.004362,0.002726,-0.00105,0.003894,-0.001489
1,0.009,3,0.0061,-0.057076,-0.004929,0.013407,-0.001522,0.0087,-0.002491
1,0.009,3,0.0086,-0.025092,-0.000869,0.022695,-0.000812,-0.001346,-0.000762
1,0.009,3,0.0105,-0.037996,-0.000509,0.023045,-0.000714,0.000544,-0.000944
1,0.009,3,0.0125,-0.023789,0.001795,0.023284,-0.000374,-0.00265,-0.000281
1,0.009,3,0.0148,-0.039942,0.002345,0.040013,-0.000955,-0.005511,-0.000598
1,0.009,3,0.0171,-0.089555,-0.002154,0.036908,-0.00172,0.002664,-0.002606
1,0.009,3,0.0184,-0.067894,0.00699,0.060014,-0.000874,-0.008594,0.000418
1,0.009,3,0.021,-0.03116,-0.005473,0.03694,-0.00218,-0.007378,-0.002881
1,0.009,3,0.0224,-0.075633,0.009435,0.036395,0.000215,-0.001511,8E-05
1,0.009,3,0.0252,-0.033933,0.002501,0.042741,-0.001066,-0.009732,-0.000281
1,0.009,3,0.0266,-0.061059,0.012091,0.046954,-0.00029,-0.0084,0.001287
1,0.009,3,0.0281,-0.060997,-0.001346,0.058114,-0.001902,-0.012644,-0.002033
1,0.009,3,0.0312,-0.057647,0.005142,0.039976,-0.000876,-0.007627,-0.000487
1,0.009,3,0.0328,-0.062438,0.000894,0.057327,-0.00153,-0.013539,-0.001694
1,0.009,3,0.0344,-0.080923,0.007677,0.068015,-0.001543,-0.016026,-0.000462
1,0.009,3,0.036,-0.054771,0.005279,0.058076,-0.001172,-0.015329,0.000338
1,0.009,3,0.0394,-0.063174,0.005171,0.064662,-0.0018,-0.017835,-0.000244
1,0.009,3,0.0411,-0.090708,0.00159,0.077378,-0.002263,-0.02135,-0.002109
1,0.009,3,0.0428,-0.058967,3.8E-05,0.066373,-0.00234,-0.01943,-0.002423
1,0.009,3,0.0445,-0.062069,8.2E-05,0.064207,-0.002061,-0.019102,-0.002031
1,0.009,3,0.0463,-0.072006,0.002564,0.060758,-0.001773,-0.017959,-0.001581
1,0.009,3,0.0481,-0.06742,0.002442,0.069686,-0.002096,-0.021766,-0.000882
1,0.009,3,0.0517,-0.076998,0.001298,0.062608,-0.002257,-0.019809,-0.001778
1,0.009,3,0.0535,-0.061508,-0.00146,0.077103,-0.002706,-0.025275,-0.00272
1,0.009,3,0.0554,-0.058945,0.000124,0.063897,-0.002076,-0.021151,-0.001721
1,0.009,3,0.0572,-0.061533,0.006002,0.072041,-0.00234,-0.024213,-0.000163
1,0.009,3,0.0591,-0.065323,0.004584,0.064597,-0.002154,-0.022051,-0.000877
1,0.009,3,0.061,-0.051049,-0.003788,0.066266,-0.002099,-0.022812,-0.003107
1,0.009,3,0.0629,-0.049433,-0.005865,0.057744,-0.001812,-0.019988,-0.0035
1,0.009,3,0.0648,-0.050505,-0.004426,0.061381,-0.001596,-0.021611,-0.002885
1,0.009,3,0.0667,-0.030078,0.002211,0.051923,-0.001977,-0.017721,-0.000234
1,0.009,3,0.0686,-0.043965,0.00284,0.068415,-0.002378,-0.02411,-0.000455
1,0.009,3,0.0705,-0.034086,-0.002562,0.050265,-0.003237,-0.003238,-0.002183
1,0.009,3,0.0724,-0.036981,-0.013289,0.047232,-0.00323,-0.003511,-0.00135
1,0.009,3,0.0743,-0.029915,0.002136,0.051166,-0.003294,-0.002804,-0.002503
1,0.009,3,0.0761,-0.040014,0.002761,0.033178,-0.002768,-0.004468,-0.002325
1,0.009,3,0.078,-0.034957,-0.001894,0.03006,-0.002684,-0.004322,-0.001697
1,0.009,3,0.0818,-0.036069,-0.00366,0.022177,-0.001484,-0.004352,-0.002141
1,0.009,3,0.0836,-0.028604,-0.00354,0.032733,-0.002441,-0.001709,-0.001272
1,0.009,3,0.0854,-0.027182,0.006435,0.027716,-0.002366,-0.001815,-0.002109
1,0.009,3,0.0873,-0.030978,0.006871,0.039685,-0.002766,-0.000641,-0.002464
1,0.009,3,0.0891,-0.02646,0.002153,0.032391,-0.002512,-6.1E-05,-0.001976
1,0.009,3,0.0909,-0.026384,0.002377,0.04134,-0.002618,0.000851,-0.001624
1,0.009,3,0.0926,-0.028874,-0.00686,0.037533,-0.002293,0.000602,-0.00112
1,0.009,3,0.0944,-0.027576,-0.007453,0.023838,-0.002384,-0.000518,-0.00078
1,0.009,3,0.0961,-0.028066,0.006976,0.031236,-0.002345,0.001709,-0.00252
1,0.009,3,0.0995,-0.031086,0.000819,0.052041,-0.002781,0.004139,-0.001887
1,0.009,3,0.1012,-0.032878,-0.003106,0.047926,-0.002164,0.00314,-0.001573
1,0.009,3,0.1028,-0.036022,0.004712,0.041942,-0.002405,0.003518,-0.00225
1,0.009,3,0.1045,-0.032512,0.002201,0.037824,-0.002154,0.003777,-0.001843
1,0.009,3,0.1061,-0.035411,0.000286,0.040829,-0.002246,0.004251,-0.001739
1,0.009,3,0.1091,-0.042449,0.004114,0.044123,-0.002241,0.005279,-0.002611
1,0.009,3,0.1107,-0.045536,-0.00684,0.0469,-0.002453,0.005718,-0.001139
1,0.009,3,0.1121,-0.049399,-0.011012,0.046444,-0.002385,0.005728,-0.000452
1,0.009,3,0.115,-0.063099,-0.006335,0.047274,-0.002425,0.00674,-0.001836
1,0.009,3,0.1163,-0.056491,-0.004742,0.042505,-0.002275,0.006181,-0.001558
1,0.009,3,0.119,-0.060778,-0.005825,0.045637,-0.002198,0.007087,-0.001321
1,0.009,3,0.1202,-0.059261,0.000699,0.046214,-0.001959,0.007327,-0.002318
1,0.009,3,0.1227,-0.059478,0.001184,0.039474,-0.001744,0.007186,-0.002334
1,0.009,3,0.1249,-0.065178,0.000686,0.044294,-0.001936,0.008158,-0.002375
1,0.009,3,0.126,-0.070271,0.003989,0.03596,-0.001342,0.007725,-0.00267
1,0.009,3,0.128,-0.07272,-7.8E-05,0.042615,-0.00167,0.008738,-0.002668
1,0.009,3,0.1307,-0.072889,0.004566,0.033078,-0.000912,0.008376,-0.002933
1,0.009,3,0.1322,-0.083103,0.001864,0.035274,-0.001162,0.009704,-0.002968
1,0.009,3,0.1342,-0.085157,0.003538,0.026273,-0.000739,0.009615,-0.003177
1,0.009,3,0.1362,-0.085624,0.001723,0.019153,-0.000453,0.009745,-0.003166
1,0.009,4,0,-0.003105,0.000698,0.000207,0.000187,0.000812,6.7E-05
1,0.009,4,0.0023,-0.039954,-0.002588,0.007195,-0.000976,0.008446,-0.00227
1,0.009,4,0.0039,-0.024231,0.000374,0.009967,-0.000239,0.003434,-0.000538
1,0.009,4,0.006,-0.03991,-0.002841,0.028205,-0.001323,0.001826,-0.001662
1,0.009,4,0.0085,-0.046289,-0.000116,0.020121,-0.000621,0.004446,-0.001399
1,0.009,4,0.0104,-0.050153,0.01167,0.032397,0.001217,0.001288,0.000855
1,0.009,4,0.0125,-0.067803,-0.000221,0.049507,-0.001747,-0.001061,-0.002462
1,0.009,4,0.0147,-0.041285,0.003504,0.04278,-0.000567,-0.005,-4.7E-05
1,0.009,4,0.0171,-0.048004,0.004218,0.049642,-0.000642,-0.006531,-0.000353
1,0.009,4,0.0183,-0.044186,0.006374,0.049917,-0.000842,-0.007805,0.000355
1,0.009,4,0.0209,-0.052552,0.00483,0.055419,-0.00128,-0.008971,-0.000466
1,0.009,4,0.0223,-0.078138,0.008621,0.052391,-0.000682,-0.004843,-0.000862
1,0.009,4,0.0251,-0.0742,0.01394,0.054961,-0.000108,-0.00715,0.001904
1,0.009,4,0.0265,-0.061487,0.007261,0.047949,-0.000735,-0.007147,0.000259
1,0.009,4,0.028,-0.068666,0.002535,0.065639,-0.002224,-0.01235,-0.001449
1,0.009,4,0.0311,-0.074615,-0.00381,0.07472,-0.003061,-0.015903,-0.004135
1,0.009,4,0.0327,-0.056818,0.001864,0.073497,-0.002149,-0.017825,-0.001236
1,0.009,4,0.0343,-0.072306,-0.003298,0.065946,-0.002446,-0.014357,-0.003507
1,0.009,4,0.0376,-0.085973,0.001104,0.094431,-0.003042,-0.023876,-0.002637
1,0.009,4,0.0392,-0.055419,-0.005396,0.049978,-0.001747,-0.01202,-0.003453
1,0.009,4,0.041,-0.086059,0.004413,0.087799,-0.002318,-0.022809,-0.001799
1,0.009,4,0.0427,-0.050576,0.001453,0.063672,-0.002056,-0.017723,-0.001221
1,0.009,4,0.0444,-0.08619,0.008115,0.079327,-0.001971,-0.02115,-0.000686
1,0.009,4,0.0462,-0.066712,-0.003621,0.074776,-0.002242,-0.021195,-0.002769
1,0.009,4,0.048,-0.087968,-0.005371,0.082277,-0.002329,-0.023217,-0.004427
1,0.009,4,0.0516,-0.061451,0.007066,0.068847,-0.002111,-0.020907,0.000375
1,0.009,4,0.0534,-0.054482,0.000268,0.077118,-0.002512,-0.02406,-0.001534
1,0.009,4,0.0553,-0.051586,-0.000778,0.065936,-0.002137,-0.020651,-0.002002
1,0.009,4,0.0571,-0.043681,-0.00328,0.068443,-0.00227,-0.021757,-0.002627
1,0.009,4,0.059,-0.051327,0.007439,0.070738,-0.002275,-0.022672,0.000524
1,0.009,4,0.0609,-0.047925,-0.00342,0.079082,-0.002397,-0.025798,-0.00241
1,0.009,4,0.0628,-0.041808,-0.006281,0.061347,-0.001943,-0.020023,-0.003474
1,0.009,4,0.0646,-0.046905,0.00329,0.07616,-0.002144,-0.025469,-0.000174
1,0.009,4,0.0665,-0.036359,0.000685,0.062904,-0.002143,-0.020933,-0.000855
1,0.009,4,0.0684,-0.024909,-0.004473,0.066316,-0.001971,-0.021814,-0.002253
1,0.009,4,0.0703,-0.040658,0.004239,0.092443,-0.005326,-0.003785,-0.004048
1,0.009,4,0.0722,-0.020119,-0.002272,0.067199,-0.004064,-0.002393,-0.002858
1,0.009,4,0.0741,-0.034646,0.006384,0.082886,-0.00496,-0.001971,-0.004139
1,0.009,4,0.076,-0.014904,-0.011033,0.055471,-0.00408,-0.001568,-0.001878
1,0.009,4,0.0798,-0.029834,0.005664,0.073445,-0.004397,-0.001841,-0.00333
1,0.009,4,0.0816,-0.024235,3.8E-05,0.041248,-0.003525,-0.003036,-0.003021
1,0.009,4,0.0835,-0.023764,-0.000704,0.023356,-0.002962,-0.00383,-0.002892
1,0.009,4,0.0853,-0.017109,-0.008402,0.057042,-0.003788,0.000435,-0.001688
1,0.009,4,0.0871,-0.021703,0.000586,0.0578,-0.00307,0.00058,-0.002663
