%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.name5,field.name6,field.name7,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.position6,field.position7
1552596318757791119,117,1552596318757213115,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.0282781585441,0.179152813363,-0.17913938753,-5.26068259448e-06,0.179141917494,-1.01483413019e-05,0.0,0.0
1552596318857972241,118,1552596318857072114,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.0381283536138,0.241557518965,-0.241539416482,-7.09314808811e-06,0.241542827714,-1.36833360329e-05,0.0,0.0
1552596318958194678,119,1552596318957489013,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.0491860594473,0.311612261261,-0.311588908828,-9.15025094092e-06,0.311593309361,-1.76516769218e-05,0.0,0.0
1552596319057919168,120,1552596319057111978,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.0616110462895,0.390329245088,-0.390299993551,-1.14617137583e-05,0.390305505711,-2.21107016122e-05,0.0,0.0
1552596319157589550,121,1552596319156987905,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.075293750178,0.477014341368,-0.476978593592,-1.40071539813e-05,0.476985329904,-2.70210902705e-05,0.0,0.0
1552596319258767404,122,1552596319257997989,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.09013975694,0.571069400663,-0.571026604338,-1.67690074184e-05,0.571034668878,-3.23489599532e-05,0.0,0.0
1552596319358594397,123,1552596319357775926,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.105917866892,0.671029685667,-0.67097939825,-1.97042632014e-05,0.670988874412,-3.80113387337e-05,0.0,0.0
1552596319458264840,124,1552596319457564115,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.12246330415,0.775851278927,-0.77579313611,-2.27822675087e-05,0.775804092544,-4.39490925666e-05,0.0,0.0
1552596319558790087,125,1552596319557838916,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.137428008641,0.870658333163,-0.870593085441,-2.55662026905e-05,0.870605380723,-4.93195599689e-05,0.0,0.0
1552596319658295982,126,1552596319657547950,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.15324104741,0.970839905412,-0.970767150015,-2.85079564008e-05,0.970780860044,-5.49944738498e-05,0.0,0.0
1552596319758168014,127,1552596319757507085,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.16887395004,1.0698802472,-1.06980006965,-3.14161987688e-05,1.06981517831,-6.06047412646e-05,0.0,0.0
1552596319859299981,128,1552596319858151912,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.183166021074,1.16042591446,-1.16033895137,-3.4075001647e-05,1.16035533869,-6.57338169269e-05,0.0,0.0
1552596319958177183,129,1552596319957365989,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.196264337712,1.24340869683,-1.24331551494,-3.65117263103e-05,1.24333307414,-7.04344832561e-05,0.0,0.0
1552596320058231961,130,1552596320057545900,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.2079469041,1.31742216671,-1.3173234382,-3.86850741102e-05,1.3173420426,-7.46270713557e-05,0.0,0.0
1552596320158094008,131,1552596320157480001,,j_shou_yaw,j_shou_pitch,j_prox_pitch,j_dist_pitch,j_hand_yaw,j_scoop_yaw,j_ant_pan,j_ant_tilt,0.218193454717,1.38233793438,-1.38223434104,-4.05912749824e-05,1.38225386217,-7.83043084241e-05,0.0,0.0
