time,voltage,rul
2950,4.04244233,25600
2960,4.043531961,25590
2970,4.041438324,25580
2980,4.039223859,25570
2990,4.040743678,25560
3000,4.039513967,25550
3010,4.042284456,25540
3020,4.039146161,25530
3030,4.039457561,25520
3040,4.037748813,25510
3050,4.03950397,25500
3060,4.037328795,25490
3070,4.036414551,25480
3080,4.037662298,25470
3090,4.035746311,25460
3100,4.036098047,25450
3110,4.034682926,25440
3120,4.035050081,25430
3130,4.035380835,25420
3140,4.034108681,25410
3150,4.034959628,25400
3160,4.033197986,25390
3170,4.034642409,25380
3180,4.034035499,25370
3190,4.032598237,25360
3200,4.033085325,25350
3210,4.032636603,25340
3220,4.032666182,25330
3230,4.029868791,25320
3240,4.032025896,25310
3250,4.030155933,25300
3260,4.029516001,25290
3270,4.030894033,25280
3280,4.031057546,25270
3290,4.031051183,25260
3300,4.030219957,25250
3310,4.030843356,25240
3320,4.028463367,25230
3330,4.028732099,25220
3340,4.028670193,25210
3350,4.02711489,25200
3360,4.02711816,25190
3370,4.028508388,25180
3380,4.027209111,25170
3390,4.025582404,25160
3400,4.026969937,25150
3410,4.023925573,25140
3420,4.024148216,25130
3430,4.025483292,25120
3440,4.025006647,25110
3450,4.022070872,25100
3460,4.026650463,25090
3470,4.024558967,25080
3480,4.023658821,25070
3490,4.022740523,25060
3500,4.023875773,25050
3510,4.024346059,25040
3520,4.022743441,25030
3530,4.022534598,25020
3540,4.02070874,25010
3550,4.021461287,25000
3560,4.022491839,24990
3570,4.020495345,24980
3580,4.020616985,24970
3590,4.019985398,24960
3600,4.019345584,24950
3610,4.018569063,24940
3620,4.018628072,24930
3630,4.017888784,24920
3640,4.017199058,24910
3650,4.018729693,24900
3660,4.017580936,24890
3670,4.016029012,24880
3680,4.016817666,24870
3690,4.018275717,24860
3700,4.015218094,24850
3710,4.016819292,24840
3720,4.01322229,24830
3730,4.015888565,24820
3740,4.015175694,24810
3750,4.014362942,24800
3760,4.015055323,24790
3770,4.015603373,24780
3780,4.012091687,24770
3790,4.013888819,24760
3800,4.014120464,24750
3810,4.012723721,24740
3820,4.011831716,24730
3830,4.011416821,24720
3840,4.012357098,24710
3850,4.011750774,24700
3860,4.011047448,24690
3870,4.009016884,24680
3880,4.009880042,24670
3890,4.009480306,24660
3900,4.011407577,24650
3910,4.008330464,24640
3920,4.010764408,24630
3930,4.010218329,24620
3940,4.007923108,24610
3950,4.008247482,24600
3960,4.009266778,24590
3970,4.007640634,24580
3980,4.007254182,24570
3990,4.0067738,24560
4000,4.007204557,24550
4010,4.0061841,24540
4020,4.006748047,24530
4030,4.006039393,24520
4040,4.005386857,24510
4050,4.004521198,24500
4060,4.005530068,24490
4070,4.004482702,24480
4080,4.004315164,24470
4090,4.00525143,24460
4100,4.004192744,24450
4110,4.005483258,24440
4120,4.002249715,24430
4130,4.003398173,24420
4140,4.003839087,24410
4150,3.999615709,24400
4160,4.000358504,24390
4170,4.001933151,24380
4180,4.000326525,24370
4190,4.00362227,24360
4200,4.000541024,24350
4210,3.999679572,24340
4220,3.999119989,24330
4230,3.997780737,24320
4240,3.999001026,24310
4250,3.997994253,24300
4260,3.99998685,24290
4270,3.998767391,24280
4280,4.000071391,24270
4290,3.997707333,24260
4300,3.997865067,24250
4310,3.996626859,24240
4320,3.997578472,24230
4330,3.996852222,24220
4340,3.995521592,24210
4350,3.995143405,24200
4360,3.997007342,24190
4370,3.993672897,24180
4380,3.994975367,24170
4390,3.995103513,24160
4400,3.99401984,24150
4410,3.994028179,24140
4420,3.993604105,24130
4430,3.993332714,24120
4440,3.994536339,24110
4450,3.99374074,24100
4460,3.993228852,24090
4470,3.993620344,24080
4480,3.991961476,24070
4490,3.993039071,24060
4500,3.991087382,24050
4510,3.989739968,24040
4520,3.990711887,24030
4530,3.991707111,24020
4540,3.989334906,24010
4550,3.988351175,24000
4560,3.990839484,23990
4570,3.987614604,23980
4580,3.987557684,23970
4590,3.989421734,23960
4600,3.989262169,23950
4610,3.988448808,23940
4620,3.988580298,23930
4630,3.988634156,23920
4640,3.986655502,23910
4650,3.98864389,23900
4660,3.985381237,23890
4670,3.986073912,23880
4680,3.985812248,23870
4690,3.985547375,23860
4700,3.98680229,23850
4710,3.986582771,23840
4720,3.986436094,23830
4730,3.984313067,23820
4740,3.984586298,23810
4750,3.984305025,23800
4760,3.983421251,23790
4770,3.983905879,23780
4780,3.983101322,23770
4790,3.983377566,23760
4800,3.980562412,23750
4810,3.981741316,23740
4820,3.98171443,23730
4830,3.980474053,23720
4840,3.981594144,23710
4850,3.98003217,23700
4860,3.982712846,23690
4870,3.980824545,23680
4880,3.981105419,23670
4890,3.980981993,23660
4900,3.980410073,23650
4910,3.978723178,23640
4920,3.979605255,23630
4930,3.980987167,23620
4940,3.978519278,23610
4950,3.977168499,23600
4960,3.977430833,23590
4970,3.976025958,23580
4980,3.976520955,23570
4990,3.977830724,23560
5000,3.97644876,23550
5010,3.975731403,23540
5020,3.976890887,23530
5030,3.978108347,23520
5040,3.976613545,23510
5050,3.975985695,23500
5060,3.976560013,23490
5070,3.976798091,23480
5080,3.975044532,23470
5090,3.976294521,23460
5100,3.974584528,23450
5110,3.974055131,23440
5120,3.974441713,23430
5130,3.972955512,23420
5140,3.97312528,23410
5150,3.973015769,23400
5160,3.973433418,23390
5170,3.972716937,23380
5180,3.972010404,23370
5190,3.97093393,23360
5200,3.97101127,23350
5210,3.972329626,23340
5220,3.971499616,23330
5230,3.971450567,23320
5240,3.96961892,23310
5250,3.970069423,23300
5260,3.970026553,23290
5270,3.969084697,23280
5280,3.969166593,23270
5290,3.96915287,23260
5300,3.969917615,23250
5310,3.969638152,23240
5320,3.967660681,23230
5330,3.967020802,23220
5340,3.96610663,23210
5350,3.968189716,23200
5360,3.968927414,23190
5370,3.96875037,23180
5380,3.966646974,23170
5390,3.966726922,23160
5400,3.967517162,23150
5410,3.967303609,23140
5420,3.966686015,23130
5430,3.965893587,23120
5440,3.964424325,23110
5450,3.964290928,23100
5460,3.966216731,23090
5470,3.963974836,23080
5480,3.962902328,23070
5490,3.964450198,23060
5500,3.96502216,23050
5510,3.964193896,23040
5520,3.96402195,23030
5530,3.964400171,23020
5540,3.966871865,23010
5550,3.963409007,23000
5560,3.963675975,22990
5570,3.962468894,22980
5580,3.963286254,22970
5590,3.959793406,22960
5600,3.962468322,22950
5610,3.960710765,22940
5620,3.959737464,22930
5630,3.960697386,22920
5640,3.959023564,22910
5650,3.960084984,22900
5660,3.959190439,22890
5670,3.958877129,22880
5680,3.959482765,22870
5690,3.960349721,22860
5700,3.960037705,22850
5710,3.957654704,22840
5720,3.958250046,22830
5730,3.959160773,22820
5740,3.957526797,22810
5750,3.958920441,22800
5760,3.956800636,22790
5770,3.957177055,22780
5780,3.955799305,22770
5790,3.954280425,22760
5800,3.957586917,22750
5810,3.955802292,22740
5820,3.955786,22730
5830,3.955518781,22720
5840,3.955241943,22710
5850,3.954702254,22700
5860,3.955838648,22690
5870,3.955125814,22680
5880,3.953263821,22670
5890,3.953178287,22660
5900,3.953608555,22650
5910,3.9535799,22640
5920,3.951738217,22630
5930,3.952785171,22620
5940,3.95444141,22610
5950,3.952414639,22600
5960,3.9531739,22590
5970,3.952409336,22580
5980,3.951090433,22570
5990,3.950807408,22560
6000,3.950675311,22550
6010,3.950275101,22540
6020,3.949517836,22530
6030,3.952684282,22520
6040,3.950019444,22510
6050,3.94966656,22500
6060,3.949625328,22490
6070,3.947456135,22480
6080,3.951885027,22470
6090,3.951198694,22460
6100,3.948350438,22450
6110,3.950218867,22440
6120,3.949947371,22430
6130,3.947869376,22420
6140,3.949019643,22410
6150,3.948504176,22400
6160,3.94735259,22390
6170,3.946506479,22380
6180,3.94818779,22370
6190,3.94372399,22360
6200,3.947169728,22350
6210,3.947498319,22340
6220,3.946086087,22330
6230,3.948463474,22320
6240,3.944214706,22310
6250,3.946670192,22300
6260,3.944922544,22290
6270,3.943711752,22280
6280,3.943771767,22270
6290,3.944907598,22260
6300,3.944667814,22250
6310,3.944861007,22240
6320,3.943250455,22230
6330,3.941575849,22220
6340,3.941147407,22210
6350,3.944156633,22200
6360,3.941791527,22190
6370,3.942257486,22180
6380,3.941661625,22170
6390,3.942078987,22160
6400,3.942558039,22150
6410,3.940406996,22140
6420,3.943324893,22130
6430,3.941892065,22120
6440,3.941791008,22110
6450,3.941977128,22100
6460,3.941644885,22090
6470,3.940868443,22080
6480,3.940271622,22070
6490,3.940517677,22060
6500,3.941260936,22050
6510,3.939773373,22040
6520,3.938522354,22030
6530,3.937341928,22020
6540,3.940220685,22010
6550,3.939078671,22000
6560,3.938309064,21990
6570,3.939141198,21980
6580,3.937027795,21970
6590,3.936878051,21960
6600,3.934593661,21950
6610,3.938708862,21940
6620,3.937443568,21930
6630,3.937874108,21920
6640,3.938334574,21910
6650,3.936264305,21900
6660,3.937937228,21890
6670,3.933866848,21880
6680,3.938043879,21870
6690,3.934831257,21860
6700,3.937841444,21850
6710,3.934788957,21840
6720,3.937696281,21830
6730,3.932775427,21820
6740,3.93411165,21810
6750,3.935016787,21800
6760,3.934387448,21790
6770,3.933498029,21780
6780,3.933792787,21770
6790,3.934367439,21760
6800,3.933890152,21750
6810,3.933297343,21740
6820,3.932895811,21730
6830,3.931496777,21720
6840,3.932866072,21710
6850,3.931962714,21700
6860,3.932947151,21690
6870,3.933058138,21680
6880,3.93148502,21670
6890,3.932203143,21660
6900,3.930617369,21650
6910,3.932079171,21640
6920,3.928476249,21630
6930,3.931563023,21620
6940,3.9288388,21610
6950,3.931456551,21600
6960,3.931122905,21590
6970,3.929381472,21580
6980,3.930930233,21570
6990,3.928869784,21560
7000,3.929247164,21550
7010,3.930048739,21540
7020,3.929310509,21530
7030,3.93028341,21520
7040,3.928281908,21510
7050,3.927528663,21500
7060,3.927273001,21490
7070,3.926594479,21480
7080,3.929980142,21470
7090,3.924669558,21460
7100,3.927299009,21450
7110,3.926734929,21440
7120,3.928327998,21430
7130,3.924810221,21420
7140,3.92733451,21410
7150,3.926313545,21400
7160,3.926523592,21390
7170,3.926607781,21380
7180,3.924094745,21370
7190,3.923204525,21360
7200,3.925008651,21350
7210,3.923662572,21340
7220,3.925361737,21330
7230,3.924443515,21320
7240,3.923895344,21310
7250,3.92515465,21300
7260,3.924572044,21290
7270,3.924196968,21280
7280,3.924258296,21270
7290,3.922918951,21260
7300,3.921996512,21250
7310,3.923098811,21240
7320,3.922355321,21230
7330,3.922168159,21220
7340,3.922257324,21210
7350,3.920240396,21200
7360,3.921596493,21190
7370,3.921800998,21180
7380,3.923508654,21170
7390,3.920949545,21160
7400,3.920976065,21150
7410,3.919488684,21140
7420,3.921743661,21130
7430,3.921806902,21120
7440,3.920188347,21110
7450,3.918449745,21100
7460,3.918964455,21090
7470,3.920498707,21080
7480,3.920799357,21070
7490,3.919219016,21060
7500,3.91966339,21050
7510,3.918793597,21040
7520,3.917208952,21030
7530,3.919110185,21020
7540,3.91702971,21010
7550,3.917452911,21000
7560,3.917800925,20990
7570,3.918523969,20980
7580,3.917393215,20970
7590,3.915508999,20960
7600,3.917768826,20950
7610,3.91768748,20940
7620,3.918342882,20930
7630,3.917623438,20920
7640,3.918165858,20910
7650,3.915179884,20900
7660,3.915431045,20890
7670,3.913988426,20880
7680,3.915014257,20870
7690,3.91471351,20860
7700,3.917055321,20850
7710,3.91484189,20840
7720,3.914190369,20830
7730,3.914016444,20820
7740,3.91402451,20810
7750,3.914876815,20800
7760,3.913556434,20790
7770,3.914259502,20780
7780,3.912652994,20770
7790,3.913738754,20760
7800,3.914036304,20750
7810,3.912801281,20740
7820,3.912832274,20730
7830,3.911898324,20720
7840,3.913707016,20710
7850,3.912276721,20700
7860,3.911615153,20690
7870,3.913295975,20680
7880,3.910339404,20670
7890,3.910949771,20660
7900,3.910609815,20650
7910,3.910278512,20640
7920,3.910277006,20630
7930,3.911247805,20620
7940,3.910589465,20610
7950,3.911280212,20600
7960,3.911938812,20590
7970,3.910652971,20580
7980,3.907520896,20570
7990,3.9107344,20560
8000,3.909850756,20550
8010,3.907668131,20540
8020,3.908688709,20530
8030,3.909100023,20520
8040,3.908873211,20510
8050,3.908515715,20500
8060,3.90652449,20490
8070,3.909674698,20480
8080,3.908868805,20470
8090,3.906791188,20460
8100,3.908896337,20450
8110,3.910363601,20440
8120,3.907013012,20430
8130,3.907708214,20420
8140,3.906802208,20410
8150,3.906170086,20400
8160,3.905297763,20390
8170,3.906997606,20380
8180,3.906019554,20370
8190,3.907357549,20360
8200,3.904273152,20350
8210,3.905002946,20340
8220,3.905583362,20330
8230,3.904975622,20320
8240,3.9052256,20310
8250,3.904768907,20300
8260,3.905522511,20290
8270,3.905843245,20280
8280,3.903237614,20270
8290,3.90421348,20260
8300,3.904753463,20250
8310,3.904266829,20240
8320,3.903914948,20230
8330,3.904127722,20220
8340,3.903060735,20210
8350,3.904139569,20200
8360,3.904109111,20190
8370,3.901751959,20180
8380,3.903240536,20170
8390,3.900862877,20160
8400,3.902217509,20150
8410,3.9031782,20140
8420,3.902747682,20130
8430,3.901720845,20120
8440,3.902688615,20110
8450,3.901174612,20100
8460,3.901144081,20090
8470,3.90086007,20080
8480,3.901255812,20070
8490,3.90193858,20060
8500,3.901399634,20050
8510,3.901583582,20040
8520,3.900573182,20030
8530,3.90050131,20020
8540,3.900249829,20010
8550,3.898785004,20000
8560,3.899682153,19990
8570,3.899676113,19980
8580,3.899494322,19970
8590,3.8986323,19960
8600,3.900260627,19950
8610,3.900302187,19940
8620,3.897636579,19930
8630,3.899038573,19920
8640,3.8970194,19910
8650,3.900017946,19900
8660,3.897357441,19890
8670,3.898486873,19880
8680,3.897269306,19870
8690,3.897871312,19860
8700,3.8975213,19850
8710,3.897093417,19840
8720,3.89756652,19830
8730,3.897399556,19820
8740,3.897046163,19810
8750,3.897448474,19800
8760,3.894907789,19790
8770,3.894266546,19780
8780,3.896932522,19770
8790,3.894791878,19760
8800,3.895503877,19750
8810,3.894227019,19740
8820,3.893981154,19730
8830,3.893537136,19720
8840,3.895032728,19710
8850,3.895503192,19700
8860,3.893263068,19690
8870,3.895159964,19680
8880,3.894738608,19670
8890,3.893661926,19660
8900,3.893726391,19650
8910,3.893376247,19640
8920,3.895004413,19630
8930,3.892646903,19620
8940,3.894480416,19610
8950,3.891883317,19600
8960,3.894522687,19590
8970,3.892467728,19580
8980,3.892131467,19570
8990,3.893261917,19560
9000,3.891940446,19550
9010,3.89230184,19540
9020,3.890152727,19530
9030,3.891893305,19520
9040,3.891362675,19510
9050,3.891496922,19500
9060,3.891286971,19490
9070,3.891285623,19480
9080,3.889383753,19470
9090,3.890345707,19460
9100,3.891005726,19450
9110,3.889734549,19440
9120,3.890501896,19430
9130,3.892379499,19420
9140,3.890237566,19410
9150,3.892217734,19400
9160,3.888621739,19390
9170,3.888078554,19380
9180,3.88781295,19370
9190,3.890494984,19360
9200,3.888163807,19350
9210,3.889482559,19340
9220,3.888687686,19330
9230,3.887015949,19320
9240,3.887098617,19310
9250,3.890881389,19300
9260,3.887134294,19290
9270,3.886553279,19280
9280,3.886322759,19270
9290,3.888285657,19260
9300,3.887116099,19250
9310,3.887566765,19240
9320,3.887119649,19230
9330,3.887290385,19220
9340,3.886245823,19210
9350,3.886058449,19200
9360,3.886303992,19190
9370,3.887005744,19180
9380,3.884995147,19170
9390,3.885868002,19160
9400,3.884189051,19150
9410,3.882404773,19140
9420,3.886301905,19130
9430,3.885284804,19120
9440,3.88630444,19110
9450,3.885265769,19100
9460,3.883132546,19090
9470,3.881951712,19080
9480,3.885121879,19070
9490,3.883616405,19060
9500,3.883460539,19050
9510,3.880397426,19040
9520,3.881582279,19030
9530,3.882516853,19020
9540,3.882760584,19010
9550,3.880914639,19000
9560,3.882826238,18990
9570,3.883263275,18980
9580,3.881164478,18970
9590,3.881987784,18960
9600,3.879934415,18950
9610,3.88152803,18940
9620,3.882654568,18930
9630,3.880117573,18920
9640,3.879428124,18910
9650,3.880170138,18900
9660,3.879190626,18890
9670,3.878400918,18880
9680,3.880946251,18870
9690,3.879283585,18860
9700,3.879107096,18850
9710,3.878439083,18840
9720,3.878866163,18830
9730,3.879053324,18820
9740,3.877411528,18810
9750,3.879759394,18800
9760,3.879267297,18790
9770,3.878763268,18780
9780,3.879019407,18770
9790,3.878702506,18760
9800,3.877740863,18750
9810,3.878602476,18740
9820,3.87692667,18730
9830,3.877172257,18720
9840,3.877590363,18710
9850,3.877431331,18700
9860,3.876719891,18690
9870,3.877499609,18680
9880,3.876517612,18670
9890,3.877777916,18660
9900,3.878230784,18650
9910,3.876380207,18640
9920,3.877387709,18630
9930,3.875036102,18620
9940,3.873995102,18610
9950,3.87654687,18600
9960,3.874837342,18590
9970,3.876863352,18580
9980,3.87546855,18570
9990,3.874415857,18560
10000,3.872796034,18550
10010,3.874025117,18540
10020,3.874491595,18530
10030,3.87569141,18520
10040,3.873758079,18510
10050,3.873113515,18500
10060,3.873501071,18490
10070,3.873334595,18480
10080,3.871446997,18470
10090,3.872504057,18460
10100,3.873409169,18450
10110,3.872590587,18440
10120,3.873054423,18430
10130,3.872746199,18420
10140,3.872768871,18410
10150,3.872654169,18400
10160,3.873173867,18390
10170,3.871283225,18380
10180,3.869827134,18370
10190,3.872832748,18360
10200,3.87337652,18350
10210,3.870431652,18340
10220,3.870382984,18330
10230,3.870837475,18320
10240,3.872293234,18310
10250,3.869885801,18300
10260,3.870254698,18290
10270,3.868752581,18280
10280,3.872448776,18270
10290,3.869402665,18260
10300,3.86963753,18250
10310,3.869579935,18240
10320,3.868201669,18230
10330,3.86904856,18220
10340,3.868385083,18210
10350,3.869761206,18200
10360,3.869227034,18190
10370,3.86763167,18180
10380,3.867357452,18170
10390,3.867638113,18160
10400,3.866398481,18150
10410,3.868996587,18140
10420,3.867697823,18130
10430,3.866955197,18120
10440,3.867858322,18110
10450,3.865930602,18100
10460,3.864018255,18090
10470,3.86727391,18080
10480,3.865715433,18070
10490,3.867968985,18060
10500,3.866535465,18050
10510,3.865043703,18040
10520,3.865096279,18030
10530,3.864229307,18020
10540,3.8641907,18010
10550,3.864037756,18000
10560,3.864917611,17990
10570,3.865447859,17980
10580,3.863899384,17970
10590,3.865874784,17960
10600,3.866052269,17950
10610,3.865572295,17940
10620,3.863767038,17930
10630,3.861943598,17920
10640,3.862922551,17910
10650,3.863100506,17900
10660,3.861899473,17890
10670,3.863532502,17880
10680,3.862937547,17870
10690,3.862363321,17860
10700,3.862451046,17850
10710,3.860929793,17840
10720,3.861282184,17830
10730,3.860103986,17820
10740,3.860954205,17810
10750,3.861534056,17800
10760,3.86165677,17790
10770,3.860693111,17780
10780,3.860346991,17770
10790,3.861563611,17760
10800,3.858683829,17750
10810,3.860164549,17740
10820,3.858279284,17730
10830,3.85851725,17720
10840,3.862476293,17710
10850,3.85751013,17700
10860,3.857314929,17690
10870,3.857644907,17680
10880,3.85949324,17670
10890,3.8573653,17660
10900,3.858436057,17650
10910,3.858631684,17640
10920,3.857627124,17630
10930,3.858410541,17620
10940,3.855987,17610
10950,3.857663631,17600
10960,3.855391115,17590
10970,3.856793844,17580
10980,3.85727287,17570
10990,3.857645104,17560
11000,3.857631827,17550
11010,3.854958273,17540
11020,3.856463151,17530
11030,3.855918707,17520
11040,3.856141555,17510
11050,3.856763119,17500
11060,3.855348204,17490
11070,3.8559295,17480
11080,3.853237453,17470
11090,3.855217009,17460
11100,3.853841559,17450
11110,3.854695378,17440
11120,3.853461739,17430
11130,3.855242434,17420
11140,3.854773741,17410
11150,3.855741326,17400
11160,3.854901265,17390
11170,3.852038232,17380
11180,3.85506505,17370
11190,3.85450658,17360
11200,3.852469321,17350
11210,3.852798946,17340
11220,3.852321541,17330
11230,3.851983481,17320
11240,3.852906332,17310
11250,3.853576617,17300
11260,3.852320037,17290
11270,3.851476633,17280
11280,3.852150018,17270
11290,3.850714356,17260
11300,3.850095041,17250
11310,3.848584475,17240
11320,3.849787166,17230
11330,3.849333224,17220
11340,3.849865183,17210
11350,3.850203532,17200
11360,3.851464172,17190
11370,3.850680155,17180
11380,3.849696908,17170
11390,3.848653757,17160
11400,3.84896229,17150
11410,3.849241729,17140
11420,3.847722466,17130
11430,3.848173813,17120
11440,3.849105565,17110
11450,3.847265348,17100
11460,3.848971852,17090
11470,3.848911092,17080
11480,3.84797573,17070
11490,3.846310853,17060
11500,3.846639317,17050
11510,3.84886138,17040
11520,3.846825869,17030
11530,3.848125444,17020
11540,3.845773856,17010
11550,3.846031303,17000
11560,3.84522466,16990
11570,3.84594389,16980
11580,3.843842809,16970
11590,3.846781805,16960
11600,3.844711114,16950
11610,3.843108375,16940
11620,3.84335165,16930
11630,3.843304688,16920
11640,3.843808704,16910
11650,3.845921725,16900
11660,3.844643622,16890
11670,3.844126086,16880
11680,3.844349356,16870
11690,3.84379472,16860
11700,3.842924388,16850
11710,3.842965686,16840
11720,3.842101008,16830
