time,voltage,rul
219,3.417093716,1111
220,3.413988692,1110
221,3.413469661,1109
222,3.413116111,1108
223,3.412989089,1107
224,3.411981731,1106
225,3.413129153,1105
226,3.41111916,1104
227,3.41142698,1103
228,3.41154209,1102
229,3.409003977,1101
230,3.409404741,1100
231,3.407726743,1099
232,3.408080504,1098
233,3.407141548,1097
234,3.406832964,1096
235,3.406049482,1095
236,3.404524837,1094
237,3.403472095,1093
238,3.402411932,1092
239,3.402825456,1091
240,3.402363247,1090
241,3.401936288,1089
242,3.400944292,1088
243,3.399222928,1087
244,3.399362126,1086
245,3.398024653,1085
246,3.399789057,1084
247,3.397412397,1083
248,3.396458921,1082
249,3.397855665,1081
250,3.397347666,1080
251,3.39577292,1079
252,3.394278266,1078
253,3.394219377,1077
254,3.394547442,1076
255,3.392944546,1075
256,3.394006155,1074
257,3.390267676,1073
258,3.391271111,1072
259,3.387571865,1071
260,3.390422324,1070
261,3.389637901,1069
262,3.389238821,1068
263,3.38701017,1067
264,3.384194916,1066
265,3.387723989,1065
266,3.386642829,1064
267,3.384576415,1063
268,3.384854585,1062
269,3.383836773,1061
270,3.383383254,1060
271,3.38368126,1059
272,3.383872689,1058
273,3.381791772,1057
274,3.381118953,1056
275,3.380693666,1055
276,3.378922536,1054
277,3.379768532,1053
278,3.379198637,1052
279,3.377538382,1051
280,3.379471583,1050
281,3.376829114,1049
282,3.378384889,1048
283,3.376768361,1047
284,3.376803654,1046
285,3.375764716,1045
286,3.372809082,1044
287,3.373486668,1043
288,3.374133246,1042
289,3.374203218,1041
290,3.373025983,1040
291,3.373190721,1039
292,3.371050519,1038
293,3.371571538,1037
294,3.371730362,1036
295,3.370766479,1035
296,3.368334846,1034
297,3.370125155,1033
298,3.367268559,1032
299,3.368219117,1031
300,3.366586398,1030
301,3.366717572,1029
302,3.367698624,1028
303,3.365462464,1027
304,3.368328014,1026
305,3.364649311,1025
306,3.363642436,1024
307,3.362069552,1023
308,3.363380455,1022
309,3.364987308,1021
310,3.361317762,1020
311,3.362939953,1019
312,3.360179081,1018
313,3.359995469,1017
314,3.35776584,1016
315,3.359864179,1015
316,3.359226687,1014
317,3.358699099,1013
318,3.357552825,1012
319,3.35799921,1011
320,3.35634572,1010
321,3.356376192,1009
322,3.356335111,1008
323,3.354956461,1007
324,3.354895636,1006
325,3.354400752,1005
326,3.35409529,1004
327,3.354305785,1003
328,3.352312698,1002
329,3.350700937,1001
330,3.352257729,1000
331,3.351280745,999
332,3.350338994,998
333,3.349637772,997
334,3.34911155,996
335,3.348600482,995
336,3.349474611,994
337,3.347915611,993
338,3.347502679,992
339,3.3466103,991
340,3.345483779,990
341,3.347207175,989
342,3.344497457,988
343,3.343915424,987
344,3.341480506,986
345,3.344222446,985
346,3.342173317,984
347,3.344260808,983
348,3.341171049,982
349,3.342859521,981
350,3.342977315,980
351,3.340874764,979
352,3.339918288,978
353,3.339825414,977
354,3.339989578,976
355,3.33984683,975
356,3.339521739,974
357,3.338386928,973
358,3.337838546,972
359,3.33673276,971
360,3.337085122,970
361,3.335834344,969
362,3.336724175,968
363,3.334164376,967
364,3.334892232,966
365,3.335096248,965
366,3.332668562,964
367,3.332490062,963
368,3.332308261,962
369,3.332079992,961
370,3.329998139,960
371,3.330470767,959
372,3.331982839,958
373,3.328580787,957
374,3.32900691,956
375,3.329786226,955
376,3.32786359,954
377,3.328047454,953
378,3.327548423,952
379,3.326670278,951
380,3.326766562,950
381,3.326899633,949
382,3.32702095,948
383,3.324574169,947
384,3.326233729,946
385,3.323200254,945
386,3.324438411,944
387,3.321884528,943
388,3.323208298,942
389,3.321926975,941
390,3.321753279,940
391,3.320415443,939
392,3.32031411,938
393,3.320718773,937
394,3.320749223,936
395,3.317668384,935
396,3.317710825,934
397,3.318018648,933
398,3.317550787,932
399,3.3154428,931
400,3.31714385,930
401,3.317318392,929
402,3.31472601,928
403,3.314903251,927
404,3.314294601,926
405,3.314433244,925
406,3.312019778,924
407,3.311869132,923
408,3.313892414,922
409,3.312804302,921
410,3.311120093,920
411,3.30935472,919
412,3.31111134,918
413,3.309823531,917
414,3.309463803,916
415,3.307076811,915
416,3.307937661,914
417,3.308792072,913
418,3.307008482,912
419,3.306828456,911
420,3.306798538,910
421,3.306329029,909
422,3.307187778,908
423,3.305631204,907
424,3.305769499,906
425,3.302660531,905
426,3.305716416,904
427,3.303905576,903
428,3.300788361,902
429,3.301022111,901
430,3.300876173,900
431,3.301640962,899
432,3.301425463,898
433,3.301344239,897
434,3.297999069,896
435,3.298988346,895
436,3.3005279,894
437,3.300365981,893
438,3.297812721,892
439,3.297739904,891
440,3.296961686,890
441,3.296266024,889
442,3.296958913,888
443,3.295055453,887
444,3.293416582,886
445,3.294875973,885
446,3.293021969,884
447,3.292614247,883
448,3.29333507,882
449,3.291979247,881
450,3.291852052,880
451,3.291779849,879
452,3.290936238,878
453,3.289480622,877
454,3.289191417,876
455,3.290848512,875
456,3.289084851,874
457,3.288312604,873
458,3.288609803,872
459,3.287303379,871
460,3.286550301,870
461,3.285978625,869
462,3.285606433,868
463,3.284980394,867
464,3.285164546,866
465,3.283970648,865
466,3.283635642,864
467,3.283891954,863
468,3.282641068,862
469,3.283834504,861
470,3.282557636,860
471,3.280853534,859
472,3.280363502,858
473,3.278981996,857
474,3.279800651,856
475,3.279386954,855
476,3.277719747,854
477,3.278647794,853
478,3.27625354,852
479,3.27649096,851
480,3.276756434,850
481,3.275443228,849
482,3.274881001,848
483,3.273389726,847
484,3.275147993,846
485,3.275664615,845
486,3.27372606,844
487,3.27133833,843
488,3.272016125,842
489,3.273082749,841
490,3.26952654,840
491,3.271197841,839
492,3.269375441,838
493,3.269418418,837
494,3.268376703,836
495,3.267905839,835
496,3.269662888,834
497,3.267218926,833
498,3.268337769,832
499,3.267878709,831
500,3.265840303,830
501,3.2652058,829
502,3.263375874,828
503,3.264772795,827
504,3.263558237,826
505,3.262597313,825
506,3.262614107,824
507,3.262195857,823
508,3.260418063,822
509,3.261054374,821
510,3.261359768,820
511,3.259663277,819
512,3.260453247,818
513,3.258795581,817
514,3.257698958,816
515,3.257958456,815
516,3.257637963,814
517,3.256801021,813
518,3.257152049,812
519,3.258230305,811
520,3.255676867,810
521,3.254892554,809
522,3.254588255,808
523,3.25451596,807
524,3.254451299,806
525,3.252669225,805
526,3.251940535,804
527,3.252539503,803
528,3.249162635,802
529,3.252418018,801
530,3.248066848,800
531,3.247723894,799
532,3.249163277,798
533,3.246556099,797
534,3.248467864,796
535,3.246407012,795
536,3.246242085,794
537,3.247013024,793
538,3.243803392,792
539,3.244828628,791
540,3.243146726,790
541,3.243744286,789
542,3.242571803,788
543,3.242806466,787
544,3.241524068,786
545,3.241247183,785
546,3.242309494,784
547,3.240906084,783
548,3.240295182,782
549,3.238255965,781
550,3.239896117,780
551,3.238742011,779
552,3.236872114,778
553,3.236277179,777
554,3.236824749,776
555,3.235087582,775
556,3.235408161,774
557,3.233508022,773
558,3.234367883,772
559,3.234818061,771
560,3.235252293,770
561,3.231681577,769
562,3.232001378,768
563,3.231537172,767
564,3.232079463,766
565,3.230892296,765
566,3.229733835,764
567,3.22873176,763
568,3.229043693,762
569,3.228031716,761
570,3.226913974,760
571,3.22585094,759
572,3.22531589,758
573,3.226558407,757
574,3.225576657,756
575,3.225642407,755
576,3.224648789,754
577,3.22224459,753
578,3.222289901,752
579,3.221452912,751
580,3.221814792,750
581,3.219533174,749
582,3.221107997,748
583,3.218248406,747
584,3.219372771,746
585,3.220049162,745
586,3.218403383,744
587,3.218661178,743
588,3.217682395,742
589,3.216852884,741
590,3.217648719,740
591,3.216433159,739
592,3.213283462,738
593,3.214669941,737
594,3.213414568,736
595,3.213755054,735
596,3.211689201,734
597,3.212594717,733
598,3.21132459,732
599,3.213248848,731
600,3.21277362,730
601,3.210964158,729
602,3.210724618,728
603,3.208471384,727
604,3.208577541,726
605,3.206949568,725
606,3.20781342,724
607,3.204953276,723
608,3.205148902,722
609,3.204719638,721
610,3.206627786,720
611,3.202731575,719
612,3.203103302,718
613,3.204901676,717
614,3.20102463,716
615,3.201795929,715
616,3.20099127,714
617,3.199162435,713
618,3.199719867,712
619,3.201595618,711
620,3.198241305,710
621,3.199447286,709
622,3.198833496,708
623,3.197664997,707
624,3.196770438,706
625,3.196148507,705
626,3.195357486,704
627,3.194063823,703
628,3.193650842,702
629,3.195271753,701
630,3.195539087,700
631,3.194505573,699
632,3.192497335,698
633,3.190940224,697
634,3.190791555,696
635,3.191206141,695
636,3.190317352,694
637,3.188170622,693
638,3.189859637,692
639,3.18871871,691
640,3.187361797,690
641,3.188148824,689
642,3.188335022,688
643,3.187627606,687
644,3.186734174,686
645,3.186385946,685
646,3.184473406,684
647,3.185305687,683
648,3.184350858,682
649,3.182134505,681
650,3.182228375,680
651,3.182120326,679
652,3.180781426,678
653,3.182382452,677
654,3.179125271,676
655,3.1801836,675
656,3.180930079,674
657,3.177084996,673
658,3.179285314,672
659,3.17730957,671
660,3.177332084,670
661,3.17752639,669
662,3.175966615,668
663,3.174542302,667
664,3.174022992,666
665,3.173559638,665
666,3.175424408,664
667,3.174277549,663
668,3.172653102,662
669,3.173272206,661
670,3.171303421,660
671,3.169922649,659
672,3.171026531,658
673,3.169349858,657
674,3.169488067,656
675,3.168969559,655
676,3.16870723,654
677,3.167901309,653
678,3.166266794,652
679,3.168699054,651
680,3.166969896,650
681,3.16721653,649
682,3.166649568,648
683,3.16630232,647
684,3.165741128,646
685,3.164690697,645
686,3.164358631,644
687,3.164086077,643
688,3.162793952,642
689,3.162790581,641
690,3.161958349,640
691,3.161539161,639
692,3.159547546,638
693,3.160926279,637
694,3.162114551,636
695,3.161185934,635
696,3.158815177,634
697,3.158931604,633
698,3.159123252,632
699,3.156403355,631
700,3.157885276,630
701,3.155536415,629
702,3.155834376,628
703,3.155127134,627
704,3.155375528,626
705,3.154629259,625
706,3.155411902,624
707,3.153492243,623
708,3.15393838,622
709,3.154287926,621
710,3.154542897,620
711,3.152721313,619
712,3.152562985,618
713,3.153497455,617
714,3.150650456,616
715,3.149851569,615
716,3.150802464,614
717,3.15018622,613
718,3.150566842,612
719,3.149178657,611
720,3.147990034,610
721,3.148087856,609
722,3.147933804,608
723,3.147742997,607
724,3.145928461,606
725,3.145341778,605
726,3.146587313,604
727,3.146866188,603
728,3.145038498,602
729,3.145194772,601
730,3.144606043,600
731,3.144761984,599
732,3.143420092,598
733,3.142524124,597
734,3.142860449,596
735,3.141943794,595
736,3.141755073,594
737,3.141742576,593
738,3.143708432,592
739,3.140105932,591
740,3.141813371,590
741,3.138669621,589
742,3.140052739,588
743,3.137874138,587
744,3.137926503,586
745,3.140734806,585
746,3.137524289,584
747,3.137447413,583
748,3.135946834,582
749,3.136877264,581
750,3.136895725,580
751,3.134691532,579
752,3.137071309,578
753,3.13644388,577
754,3.134265655,576
755,3.134399581,575
756,3.134141296,574
757,3.135159547,573
758,3.136507085,572
759,3.132875923,571
760,3.133097893,570
761,3.131752374,569
762,3.130857009,568
763,3.132535443,567
764,3.131477844,566
765,3.130592995,565
766,3.130731138,564
767,3.12872033,563
768,3.130578444,562
769,3.129668184,561
770,3.128642575,560
771,3.126611699,559
772,3.129440392,558
773,3.129800083,557
774,3.129510975,556
775,3.126685602,555
776,3.127597224,554
777,3.126665258,553
778,3.126560613,552
779,3.126640098,551
780,3.125179796,550
781,3.126038226,549
782,3.127266206,548
783,3.12743044,547
784,3.125465264,546
785,3.124425623,545
786,3.124224854,544
787,3.125432698,543
788,3.123293503,542
789,3.124725769,541
790,3.124029298,540
791,3.123461791,539
792,3.122588593,538
793,3.123308423,537
794,3.122013879,536
795,3.123102907,535
796,3.12197633,534
797,3.120452737,533
798,3.12328845,532
799,3.121353611,531
800,3.122977324,530
801,3.119784731,529
802,3.120435206,528
803,3.121769088,527
804,3.120088427,526
805,3.118766397,525
806,3.121268701,524
807,3.120222179,523
808,3.119119807,522
809,3.118473855,521
810,3.116802795,520
811,3.118896788,519
812,3.117363652,518
813,3.117951795,517
814,3.117242117,516
815,3.116835817,515
816,3.118148023,514
817,3.115251901,513
818,3.113524028,512
819,3.116720396,511
820,3.115978167,510
821,3.114388124,509
822,3.114760104,508
823,3.115494722,507
824,3.116436835,506
825,3.114923415,505
826,3.117227288,504
827,3.114674383,503
828,3.115652592,502
829,3.113814714,501
830,3.113758769,500
831,3.113673547,499
832,3.115970961,498
833,3.113757122,497
834,3.112471146,496
835,3.11358864,495
836,3.113857769,494
837,3.113856172,493
838,3.1116666,492
839,3.113614117,491
840,3.112958553,490
841,3.113655672,489
842,3.111470379,488
843,3.111375367,487
844,3.110485477,486
845,3.111168555,485
846,3.113215782,484
847,3.112271034,483
848,3.11038466,482
849,3.111347614,481
850,3.111068873,480
851,3.111841047,479
852,3.109956788,478
853,3.109101192,477
854,3.110061322,476
855,3.112858775,475
856,3.108239367,474
857,3.11001264,473
858,3.110850337,472
859,3.108815019,471
860,3.109572328,470
861,3.106856478,469
862,3.108918435,468
863,3.108644278,467
864,3.109601263,466
865,3.10606458,465
866,3.107963917,464
867,3.107849417,463
868,3.108721993,462
869,3.109088887,461
870,3.106223444,460
871,3.106773194,459
872,3.108810481,458
873,3.108994374,457
874,3.109561798,456
875,3.10566274,455
876,3.10736532,454
877,3.105373239,453
878,3.10610395,452
879,3.107449167,451
880,3.105917006,450
881,3.106751285,449
882,3.105068203,448
883,3.105653165,447
884,3.104905229,446
885,3.105200179,445
886,3.104620091,444
887,3.105413846,443
888,3.104662751,442
889,3.105159867,441
890,3.103883975,440
891,3.106656194,439
892,3.105761928,438
893,3.104009237,437
894,3.103101487,436
895,3.105389904,435
896,3.105388783,434
897,3.104672244,433
898,3.104326545,432
899,3.103700447,431
900,3.10603558,430
901,3.103713109,429
902,3.104022135,428
903,3.104651291,427
904,3.104802638,426
905,3.104816541,425
906,3.104044852,424
907,3.102668704,423
908,3.100876905,422
909,3.100563118,421
910,3.103032954,420
911,3.101288038,419
912,3.101443035,418
913,3.101932371,417
914,3.10222085,416
915,3.1028143,415
916,3.102306681,414
917,3.102231865,413
918,3.100439637,412
919,3.101567306,411
920,3.101152735,410
921,3.099059833,409
922,3.099884739,408
923,3.100408185,407
924,3.100204106,406
925,3.098254211,405
926,3.098982297,404
927,3.09984692,403
928,3.098375268,402
929,3.099879272,401
930,3.10007674,400
931,3.100266583,399
932,3.097649742,398
933,3.098991496,397
934,3.098465078,396
935,3.099405918,395
936,3.098431624,394
937,3.097874144,393
938,3.098083967,392
939,3.098400509,391
940,3.097769109,390
941,3.097007066,389
942,3.096379274,388
943,3.096759649,387
944,3.097268957,386
945,3.095329417,385
946,3.09685652,384
947,3.096126442,383
948,3.095492659,382
949,3.095483869,381
950,3.093951315,380
951,3.095182806,379
952,3.096345641,378
953,3.096195101,377
954,3.093679649,376
955,3.094074409,375
956,3.092297684,374
957,3.094292871,373
958,3.093921695,372
959,3.09475884,371
960,3.091954198,370
961,3.092775387,369
962,3.0927453,368
963,3.093180664,367
964,3.092675096,366
965,3.092412077,365
966,3.09204719,364
967,3.093231802,363
968,3.091254488,362
969,3.090095216,361
970,3.091367084,360
971,3.091530179,359
972,3.089356985,358
973,3.089200094,357
974,3.088290261,356
975,3.088092176,355
976,3.088696624,354
977,3.089105862,353
978,3.088895936,352
979,3.088084679,351
980,3.08818156,350
981,3.088400485,349
982,3.088964493,348
983,3.085778277,347
984,3.086708282,346
985,3.086192991,345
986,3.087936738,344
987,3.085659037,343
988,3.084406776,342
989,3.085279516,341
990,3.085189181,340
991,3.082599504,339
992,3.085759997,338
993,3.083057981,337
994,3.08515529,336
995,3.082726615,335
996,3.083447744,334
997,3.082297562,333
998,3.081361948,332
999,3.082179921,331
1000,3.081088139,330
1001,3.081540201,329
1002,3.078990384,328
1003,3.080023263,327
1004,3.078615408,326
1005,3.080569809,325
1006,3.078001129,324
1007,3.076987001,323
1008,3.080369456,322
1009,3.077343092,321
1010,3.076688848,320
1011,3.076115278,319
1012,3.078240989,318
1013,3.075871977,317
1014,3.075099393,316
1015,3.074854044,315
1016,3.075170708,314
1017,3.073990037,313
1018,3.075257386,312
1019,3.07438173,311
1020,3.075469259,310
1021,3.073227017,309
1022,3.072030785,308
1023,3.071390302,307
1024,3.072577686,306
1025,3.073395902,305
1026,3.070829011,304
1027,3.071748671,303
1028,3.070488969,302
1029,3.068811469,301
1030,3.067278843,300
1031,3.069960102,299
1032,3.068847457,298
1033,3.068121756,297
1034,3.066166794,296
1035,3.066063669,295
1036,3.068065819,294
1037,3.065216151,293
1038,3.064395972,292
1039,3.064000267,291
1040,3.064305261,290
1041,3.066002909,289
1042,3.062635993,288
1043,3.060325509,287
1044,3.063544817,286
1045,3.06088541,285
1046,3.061827697,284
1047,3.060922123,283
1048,3.0596154,282
1049,3.05755882,281
1050,3.058070209,280
1051,3.057555255,279
1052,3.058663069,278
1053,3.056828513,277
1054,3.057433682,276
1055,3.055341199,275
1056,3.053543773,274
1057,3.054644328,273
1058,3.052189934,272
1059,3.054109656,271
1060,3.053158988,270
1061,3.053854658,269
1062,3.052509346,268
1063,3.053252269,267
1064,3.050257947,266
1065,3.049063533,265
1066,3.049030084,264
1067,3.048133698,263
1068,3.048952383,262
1069,3.047478819,261
1070,3.047402386,260
1071,3.047295707,259
1072,3.044699579,258
1073,3.04707223,257
1074,3.044859604,256
1075,3.04245933,255
1076,3.044261752,254
1077,3.042055976,253
1078,3.041425477,252
1079,3.042134602,251
1080,3.041750825,250
1081,3.041095704,249
1082,3.039890164,248
1083,3.037965083,247
1084,3.038917241,246
1085,3.037484705,245
1086,3.036985852,244
1087,3.037959092,243
1088,3.035434243,242
1089,3.03546134,241
1090,3.033659959,240
1091,3.031487506,239
1092,3.034178327,238
1093,3.034141439,237
1094,3.031121118,236
1095,3.03336975,235
1096,3.028430154,234
1097,3.028865362,233
1098,3.028627218,232
1099,3.02845005,231
1100,3.027420134,230
1101,3.02598444,229
1102,3.02606782,228
1103,3.02790203,227
1104,3.024373508,226
1105,3.021823141,225
1106,3.0243982,224
1107,3.023526329,223
1108,3.023298019,222
1109,3.021060587,221
1110,3.02185268,220
1111,3.01853502,219
1112,3.019304822,218
1113,3.019061775,217
1114,3.018008295,216
1115,3.017971183,215
1116,3.018538846,214
1117,3.014511423,213
1118,3.016079339,212
1119,3.013703734,211
1120,3.013107904,210
1121,3.015453872,209
1122,3.014860671,208
1123,3.011693297,207
1124,3.011311935,206
1125,3.010248972,205
1126,3.008580682,204
1127,3.008915692,203
1128,3.008981398,202
1129,3.007718168,201
1130,3.006747764,200
1131,3.005933085,199
1132,3.003773622,198
1133,3.003407853,197
1134,3.005572322,196
1135,3.004300025,195
1136,3.003236438,194
1137,3.002416838,193
1138,3.001638012,192
1139,3.001519494,191
1140,3.001646353,190
1141,3.001738748,189
1142,2.999254874,188
1143,2.999674251,187
1144,2.998413797,186
1145,2.998260093,185
1146,2.995531512,184
1147,2.996285627,183
1148,2.993049006,182
1149,2.993188786,181
1150,2.993728909,180
1151,2.993193268,179
1152,2.99232392,178
1153,2.992454556,177
1154,2.993111534,176
1155,2.992104849,175
1156,2.990321323,174
1157,2.991472981,173
1158,2.988779707,172
1159,2.988573565,171
1160,2.988568957,170
1161,2.985381582,169
1162,2.988543255,168
1163,2.986414698,167
1164,2.985248876,166
1165,2.984350529,165
1166,2.985163504,164
1167,2.981989995,163
1168,2.982620542,162
1169,2.982319633,161
1170,2.983122204,160
1171,2.981600807,159
1172,2.981875237,158
1173,2.979112011,157
1174,2.979081311,156
1175,2.978456077,155
1176,2.979686658,154
1177,2.97758446,153
1178,2.977018029,152
1179,2.978583706,151
1180,2.976649294,150
1181,2.974992253,149
1182,2.976653662,148
1183,2.973106262,147
1184,2.974278313,146
1185,2.974049697,145
1186,2.97335546,144
1187,2.973250008,143
1188,2.973575229,142
1189,2.973747497,141
1190,2.972343443,140
1191,2.969434028,139
1192,2.971961015,138
1193,2.970468758,137
1194,2.970984985,136
1195,2.968007916,135
1196,2.969194134,134
1197,2.967220631,133
1198,2.968147715,132
1199,2.967199876,131
1200,2.96607757,130
1201,2.968080755,129
1202,2.967326238,128
1203,2.966985811,127
1204,2.96465394,126
1205,2.963930159,125
1206,2.964269999,124
1207,2.965777318,123
1208,2.96500326,122
1209,2.962633562,121
1210,2.96152811,120
1211,2.962256862,119
1212,2.961388228,118
1213,2.962041411,117
1214,2.962239443,116
1215,2.957725498,115
1216,2.95948166,114
1217,2.959397353,113
1218,2.95897736,112
1219,2.95933546,111
1220,2.957152427,110
1221,2.95761257,109
1222,2.957726349,108
1223,2.955992992,107
1224,2.956953489,106
1225,2.955784467,105
1226,2.953728095,104
1227,2.955000278,103
1228,2.953753992,102
1229,2.954684639,101
1230,2.951462102,100
1231,2.954152325,99
1232,2.953923724,98
1233,2.95191078,97
1234,2.952951012,96
1235,2.950856195,95
1236,2.950223515,94
1237,2.94842108,93
1238,2.949067757,92
1239,2.947868797,91
1240,2.946368526,90
1241,2.945397168,89
1242,2.946285067,88
1243,2.947853215,87
1244,2.945988409,86
1245,2.944391121,85
1246,2.942888233,84
1247,2.943667821,83
1248,2.940187994,82
1249,2.942150687,81
1250,2.942372881,80
1251,2.942819826,79
1252,2.941669923,78
1253,2.939505392,77
1254,2.937493268,76
1255,2.937525643,75
1256,2.936569053,74
1257,2.936140559,73
1258,2.936054959,72
1259,2.932002626,71
1260,2.933207092,70
1261,2.932817011,69
1262,2.932498616,68
1263,2.928834727,67
1264,2.928932542,66
1265,2.92898512,65
1266,2.927288632,64
1267,2.924953121,63
1268,2.922933231,62
1269,2.921722475,61
1270,2.921232486,60
1271,2.919959509,59
1272,2.920094331,58
1273,2.917148259,57
1274,2.913882326,56
1275,2.91200851,55
1276,2.911375995,54
1277,2.910061411,53
1278,2.906899893,52
1279,2.904456857,51
1280,2.905088749,50
1281,2.901923472,49
1282,2.899482981,48
1283,2.896005029,47
1284,2.896534099,46
1285,2.8924964,45
1286,2.89095272,44
1287,2.890022354,43
1288,2.886168253,42
1289,2.88112691,41
1290,2.879574041,40
1291,2.87705119,39
1292,2.873327051,38
1293,2.871146289,37
1294,2.866654814,36
1295,2.863953982,35
1296,2.861158635,34
1297,2.856888749,33
1298,2.851545474,32
1299,2.848306742,31
1300,2.841295053,30
1301,2.839454244,29
1302,2.835412542,28
1303,2.831107773,27
1304,2.826229768,26
1305,2.822483425,25
1306,2.814084029,24
1307,2.809728081,23
1308,2.806417943,22
1309,2.798611079,21
1310,2.792708632,20
1311,2.788553465,19
1312,2.778677004,18
1313,2.772173823,17
1314,2.764557262,16
1315,2.75805228,15
1316,2.748994224,14
1317,2.741470446,13
1318,2.731628926,12
1319,2.726507703,11
1320,2.713494168,10
1321,2.703522523,9
1322,2.69421087,8
1323,2.68310345,7
1324,2.670334418,6
1325,2.659026644,5
1326,2.644781988,4
1327,2.633649962,3
1328,2.615885945,2
1329,2.602234254,1
1330,2.586538121,0
